"ID","NAME","MEETINGNO__C","TT_ARRANGESTATUSREQUEST__C","TT_TIMESTAMPBYL__C","TT_LASTAPPROVALUSERNAME__C","TT_LASTAPPROVALDATE__C","TT_STARTDATEREMARKS__C","TT_PLACEPREFECTURE__C","TT_PLACECITY__C","TT_PLACEFREE__C","TT_STARTTIME__C","TT_ENDTIME__C","TT_HALLLAYOUT__C","TT_NEEDDISCUSSION__C","TT_NEEDPARTY__C","TT_NUMBEROFPARTICIPANTSPARTY__C","TT_NEEDANTEROOMLECTURE__C","TT_NEEDANTEROOMLECTURETIMEFROM__C","TT_NEEDANTEROOMLECTURENUMBER__C","TT_NEEDANTEROOMEMPLOYEE__C","TT_NEEDANTEROOMEMPLOYEENUMBER__C","TT_NEEDSPONSOR__C","TT_NEEDSPONSORTIMEFROM__C","TT_NEEDSPONSORNUMBER__C","TT_WISHINGSTAYNUMBER__C","TT_WISHINGSTAYDATE__C","TT_ARRANGEPLANNUMBERTRAFFIC__C","TT_ARRANGEPLANNUMBERTAXI__C","TT_REMARKSOTHER__C"
"a0G1000000gg21iEAA","MTA15-00006344","MTG15-00035432","2","20150127223549","","","3月13日　ホテル沼津キャッスル予約済み","静岡県","沼津市","ホテル沼津キャッスル","19:00","21:00","1","true","false","0.0","true","18:00","3.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZEbpEAG","MTA15-00007935","MTG15-00041533","2","20150311181912","","","","東京都","","明治記念館","19:30","21:00","1","true","false","0.0","true","18:30","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZEc9EAG","MTA15-00007936","MTG15-00040599","2","20150227164612","","","","新潟県","","ホテルオークラ新潟","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場手配済みですので、支払い代行のみお願いします。"
"a0G1000000gg54pEAA","MTA15-00006355","MTG15-00036326","3","20150123105024","","","","北海道","小樽市","小樽掖済会病院大ホール","18:30","20:00","1","false","false","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","予約済み
病院の施設使用なので支払い、現金のみ、現場対応します。
代理店様の作業は無しです。"
"a0G1000000gg3LNEAY","MTA15-00006348","MTG15-00035924","2","20150129111232","","","2015年3月14日","愛媛県","松山市","松山市総合ｺﾐｭﾆﾃｨｾﾝﾀｰ","15:00","18:30","1","true","false","0.0","true","14:30","2.0","false","0.0","true","14:30","0.0","2.0","20150314","0.0","0.0","現状全てトップツアー依頼済みだが、追加で、2月末に世話人の宿泊が10名近く発生する予定。"
"a0G1000000gg4FuEAI","MTA15-00006351","MTG15-00035931","1","20150120224212","","","","山口県","下関市","下関グランドホテル　２F飛翔の間","19:00","21:00","1","true","false","0.0","true","18:00","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0","5月28日に口頭にて予約済です。 
精算代行願います。"
"a0G1000000gg6SYEAY","MTA15-00006362","MTG15-00036760","3","20150126155553","","","","沖縄県","那覇市","沖縄県医師会館","19:00","20:45","1","false","false","0.0","true","","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場は私の方で予約・手配済みです。
精算等はお願い致します。"
"a0G1000000gg4cWEAQ","MTA15-00006353","MTG15-00036018","3","20150121091823","","","","","","獨協医科大学","19:00","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000gg7r2EAA","MTA15-00006365","MTG15-00036015","2","20150126180000","","","3/3","神奈川県","鎌倉市","銀座アスター　鎌倉賓館","19:00","20:30","1","true","false","0.0","true","18:30","2.0","false","0.0","false","","0.0","0.0","","0.0","0.0","バイエル　西山で会場手配済み。　銀座アスター　担当者、内田様にご対応いただいております。"
"a0G1000000gg84UEAQ","MTA15-00006367","MTG15-00035471","3","20150126151913","","","会場については予約済み","神奈川県","横浜市","新横浜グレイスホテル","19:30","21:00","1","true","false","0.0","true","18:30","5.0","false","0.0","true","18:30","0.0","0.0","","0.0","0.0",""
"a0G1000000gg8CeEAI","MTA15-00006368","MTG15-00036006","2","20150123163725","","","","北海道","札幌市","札幌グランドホテル（予約済）","18:00","21:00","1","true","true","9.0","true","17:00","10.0","false","0.0","false","","0.0","3.0","20150829","0.0","0.0","予約済です。
精算代行をお願い致します。"
"a0G1000000gg6eKEAQ","MTA15-00006363","MTG15-00035838","2","20150123143845","","","","","","新潟東急イン　３階　「八千代の間」","17:00","18:30","1","false","false","0.0","true","17:00","2.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000gg5wFEAQ","MTA15-00006358","MTG15-00036120","2","20150122211449","","","4月8日（水） 19:00〜20:40
トップツアー様に手配済み","愛知県","","名古屋マリオットアソシア","19:00","20:40","1","true","false","0.0","true","","8.0","false","0.0","false","","0.0","0.0","","0.0","0.0","トップツアー様に手配済み"
"a0G1000000ggF23EAE","MTA15-00006374","MTG15-00036056","2","20150227171655","","","","奈良県","奈良市","奈良県文化会館","14:00","21:00","1","true","false","0.0","true","17:00","7.0","false","0.0","false","","0.0","1.0","20150523","0.0","0.0",""
"a0G1000000ggFRqEAM","MTA15-00006380","MTG15-00036018","3","20150122174622","","","","","","鳥取大学医学部附属病院","19:00","20:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","大学のカンファレンスルームをお借りします"
"a0G1000000ggEYhEAM","MTA15-00006373","MTG15-00036869","","","","","","山口県","下関市","下関市","19:00","21:00","1","true","false","0.0","true","18:00","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000ggFoVEAU","MTA15-00006385","MTG15-00036136","2","20150129161326","","","開催日：2015年2月15日（日）
開催時間：13：00～15：00
開催場所：トラストシティ カンファレンス 京橋 4階 STUDIO 2
にて、手配済み。","東京都","東京都","開催場所：トラストシティ カンファレンス 京橋 4階 STUDIO 2
にて、すでに手配済み。

（会場は12：00～15：00まで抑えてあります。）","13:00","15:00","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000ggGKgEAM","MTA15-00006387","MTG15-00036639","3","20150127083139","","","すでにＡＮＡクラウンプラザホテルにて予約済みですので、精算をお願いします（営業担当；小野様）","新潟県","新潟市","新潟県新潟市","18:45","20:30","1","true","false","0.0","true","18:00","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000ggGLeEAM","MTA15-00006388","MTG15-00036720","2","20150122215140","","","日程：2015年2月28日（土）で確定済み。","大阪府","吹田市","ホテル阪急エキスポパークホテル 3階「水鳥」","16:00","18:00","1","true","false","0.0","true","15:00","6.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場も予約完了頂いています。
精算代行も宜しくお願いします。"
"a0G1000000ggFqCEAU","MTA15-00006386","MTG15-00036137","2","20150129161138","","","開催日：2015年3月1日
開催時間：15：00～17：00
開催場所：丸ビルホール＆コンファレンススクエア　Room 5
にて、手配済み。","東京都","東京都","開催場所：丸ビルホール＆コンファレンススクエア　Room 5
にて、すでに手配済み。

（会場は14：00～17：00まで抑えてあります。）","15:00","17:00","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000ggHTjEAM","MTA15-00006391","MTG15-00035868","2","20150127155635","","","","東京都","江東区東陽町","ホテル東京イースト２１　３階　
講演会：永代・東
懇親会：永代・中
講師控室：豊洲の間
※予約済み
※精算代行希望","19:15","21:00","1","true","true","3.0","true","18:30","3.0","false","0.0","false","","0.0","0.0","","0.0","0.0","予約済みです。
精算代行お願いします。"
"a0G1000000ggQ8REAU","MTA15-00006393","MTG15-00037098","2","20150128134951","","","第一希望日：2015年3月18日","熊本県","熊本市","ホテルニューオータニ熊本　予約済","19:00","21:30","1","true","false","0.0","true","18:30","3.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000ggQMOEA2","MTA15-00006394","MTG15-00036298","3","20150128171940","","","","香川県","高松市","マリンパレスさぬき","15:00","18:00","1","false","false","0.0","true","","1.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000ggR4jEAE","MTA15-00006399","MTG15-00035545","","","","","","","","青森県弘前市","15:00","18:30","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","垂幕等の精算の件をトップツアーに確認→公的機関の為、担当者自身で手配致します。"
"a0G1000000jZEs8EAG","MTA15-00007937","MTG15-00041526","2","20150306092350","","","","東京都","","京王プラザホテルを仮押さえしています。担当：藤原さん","19:00","20:30","1","true","false","0.0","true","18:00","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000ggQIXEA2","MTA15-00006395","MTG15-00036872","2","20150220121713","","","","愛知県","名古屋市","名古屋大学医学部附属病院新臨床研究棟1号館地下1階","18:00","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000ggR07EAE","MTA15-00006396","MTG15-00036307","3","20150210142304","","","トップツアー高島　健  さんに抑えて頂いています","東京都","","大手町サンケイプラザ
〒100-0004　東京都千代田区大手町1-7-2
                                                                                    03-3273-2258","16:00","18:00","1","true","false","0.0","true","14:30","5.0","false","0.0","false","","0.0","17.0","20150411","0.0","0.0","トップツアー高嶋さんより
禁煙13室・喫煙4室おさえて頂いています。

高嶋様　見積もり依頼を2パターンお願いできないでしょうか。
現在のバージョン
・講演会場　312号室のみに変更
・座長控室　201号室
・講師控室　なし
・ブッフェ代20×5000円
・桶盛寿司4×8800円

価格を抑えたバージョン
・講演会場　312号室のみに変更
・座長控室　201号室
・講師控室　なし
・ブッフェ代20×5000円
・桶盛寿司3×8800円"
"a0G1000000jZFFMEA4","MTA15-00007941","MTG15-00041060","2","20150303115512","","","3月19日木曜日","東京都","","東京ベイ有明ワシントンホテル 
〒135-0063 東京都江東区有明3-7-11 03-5564-0111 
・医師1名、社員5名にて、コの字型での開催","19:00","21:00","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZFUlEAO","MTA15-00007946","MTG15-00037300","3","20150226114133","","","","","","横浜栄共済病院第一会議室","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会議室にて行わいますので、会場手配は必要ありません。"
"a0G1000000jZFbXEAW","MTA15-00007948","MTG15-00037302","3","20150302155542","","","","岩手県","盛岡市","ホテル東日本","19:00","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZH3qEAG","MTA15-00007958","MTG15-00041807","2","20150303162809","","","","東京都","","第一ホテル東京","10:00","12:00","1","true","false","0.0","true","","2.0","false","0.0","false","","0.0","30.0","20150516","0.0","0.0",""
"a0G1000000jZFSVEA4","MTA15-00007945","MTG15-00036018","3","20150226161640","","","","","","西福岡病院","19:00","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内透析室にて行いますので、会場手配は必要ありません。"
"a0G1000000jZG29EAG","MTA15-00007950","MTG15-00040805","2","20150305103138","","","2015年4月23日","三重県","津市","ホテルｸﾞﾘｰﾝﾊﾟｰｸ津","18:45","20:30","1","true","false","0.0","true","18:00","3.0","false","0.0","false","","0.0","0.0","","0.0","0.0","予約済みです。
清算代行をお願い致します。"
"a0G1000000jZGFXEA4","MTA15-00007953","MTG15-00037221","2","20150303142804","","","ニュープラザホテル担当久保山さんには連絡して会場は予約してます。","福岡県","久留米市","ニュープラザ","19:30","20:30","1","false","false","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZH1BEAW","MTA15-00007956","MTG15-00041812","2","20150303162743","","","","東京都","","第一ホテル東京","10:00","12:00","1","true","false","0.0","true","","2.0","false","0.0","false","","0.0","0.0","","0.0","0.0","仮予約済みです"
"a0G1000000jZFSBEA4","MTA15-00007944","MTG15-00041431","2","20150302113047","","","4月11日（土）","岡山県","岡山市","ホテルグランヴィア岡山　4階　「フェニックス」","15:00","17:00","1","true","false","0.0","true","14:00","10.0","true","30.0","false","","0.0","0.0","","0.0","0.0","精算代行をお願いします。
以下予約済みです。
講演会：4階フェニックス
講師控室：4階オーキッド　14：00～16：00
社員控室：3階エメラルド　15：00～17：00
情報交換会：4階フェニックス　17：00～18：30"
"a0G1000000jZFExEAO","MTA15-00007940","MTG15-00035543","3","20150227095344","","","","","","船橋","18:00","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZIYQEA4","MTA15-00007965","MTG15-00041848","2","20150331161300","","","","京都府","京都市","京都箋チューリーホテル","19:00","21:00","1","true","false","0.0","true","18:00","5.0","false","0.0","false","18:00","0.0","0.0","","0.0","0.0","手配依頼済みです。精算代行をお願いします。"
"a0G1000000jZIWyEAO","MTA15-00007963","MTG15-00037302","","","","","4/3 病院内会議室使用","","","病院内会議室","19:00","20:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院内会議室使用の為会場手配不要"
"a0G1000000jZG8lEAG","MTA15-00007951","MTG15-00037300","3","20150226122626","","","","","","名古屋医療センター","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行いますので、会場手配は必要ありません。"
"a0G1000000jZIaqEAG","MTA15-00007966","MTG15-00041719","1","20150226185934","","","","京都府","","ホテルグランヴィア京都","18:50","21:15","1","true","false","0.0","true","","4.0","false","0.0","true","","0.0","0.0","","0.0","0.0","本会はMSD株式会社と共催で、MSD社が主管のためすでに会場手配済。"
"a0G1000000jZHZDEA4","MTA15-00007960","MTG15-00039717","2","20150227093000","","","病院施設内会議室での実施のため手配不要","北海道","小樽市","小樽協会病院会議室","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院施設内会議室での実施のため手配不要"
"a0G1000000jZGDREA4","MTA15-00007952","MTG15-00038754","2","20150227124842","","","2015/03/05","愛媛県","松山市","リジェール松山","19:00","20:00","1","false","false","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","予約済みです
精算代行をお願い致します"
"a0G1000000jZFWcEAO","MTA15-00007947","MTG15-00037296","3","20150302155523","","","","岩手県","盛岡市","ホテル東日本","20:00","21:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","精算代行お願いします。会場担当は三輪様です。 
連絡先（０９０－６９６８－５４７４）担当　鈴木 
yujun.suzuki@bayer.com"
"a0G1000000jZHt3EAG","MTA15-00007962","MTG15-00036018","3","20150227100603","","","","","","紀和病院１F透析室","19:00","20:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","透析室で行いますので、会場手配は必要ありません。"
"a0G1000000jZH2xEAG","MTA15-00007957","MTG15-00041798","2","20150303162838","","","","東京都","","東京プリンスホテル","18:00","20:00","1","true","false","0.0","true","","2.0","false","0.0","false","","0.0","0.0","20150509","0.0","0.0","仮予約済み"
"a0G1000000jZFQ5EAO","MTA15-00007943","MTG15-00041394","2","20150309184851","","","","鳥取県","","米子ANAホテル","19:00","20:15","1","true","false","0.0","true","","4.0","false","0.0","false","","0.0","1.0","20150501","0.0","0.0","垂れ幕の作成依頼をお願い致します。
0859-36-1112　武田さんに事前に相談して予約しております。ご連絡頂ければと存じます。"
"a0G1000000jZIXIEA4","MTA15-00007964","MTG15-00037300","3","20150227155453","","","","","","枚方公済病院","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内で行うため、会場手配は不要です。"
"a0G1000000jZFNfEAO","MTA15-00007942","MTG15-00041387","3","20150402134242","","","","鳥取県","","東部医師会館","19:00","20:30","9","false","true","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","東部医師会館は当日現金支払いのため、手配等こちらでおこなっております。"
"a0G1000000jZHgTEAW","MTA15-00007961","MTG15-00036018","3","20150304140629","","","","","","株式会社よんやく大洲支店　会議室","19:00","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZGzPEAW","MTA15-00007955","MTG15-00036018","3","20150226195543","","","","","","順天堂大学浦安病院","19:00","20:00","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行いますので、会場手配は必要ありません。"
"a0G1000000jZF2mEAG","MTA15-00007939","MTG15-00038704","3","20150310122500","","","","鳥取県","","米子ワシントンホテル
押済","17:00","21:00","1","true","false","0.0","true","18:00","2.0","false","0.0","false","","0.0","1.0","20150416","0.0","0.0","宿泊はＴＯＰツアーにて依頼済み。"
"a0G1000000ggRcGEAU","MTA15-00006406","MTG15-00036332","3","20150126103020","","","","大阪府","","スイスホテル南海大阪","17:00","19:10","1","true","true","7.0","true","16:00","5.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000ggRuBEAU","MTA15-00006408","MTG15-00037186","3","20150130150620","","","2015年3月3日","秋田県","秋田市","イヤタカ","19:00","20:30","1","true","false","46.0","true","18:00","5.0","false","0.0","false","","0.0","1.0","20150303","0.0","0.0","秋田キャッスルホテル　希望"
"a0G1000000jZVWtEAO","MTA15-00007968","MTG15-00036018","3","20150227164557","","","","","","福岡大学筑紫病院","19:00","20:00","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院会議室にて実施のため、会場手配不要です。"
"a0G1000000gge0MEAQ","MTA15-00006433","MTG15-00035782","2","20150224180816","","","","三重県","四日市市","四日市都ホテル","19:15","20:45","1","true","false","0.0","true","18:00","2.0","false","2.0","false","","0.0","0.0","","0.0","0.0","田中MRホテル予約済み。"
"a0G1000000ggcEbEAI","MTA15-00006418","MTG15-00036733","2","20150129083056","","","","福岡県","","ＡＱＵＡ博多　ＡＱＵＡ博多会議室
３ＦＧ会議室予約済
福岡市博多区中洲5-3-8 3F","19:00","20:00","4","false","false","1.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000ggdpiEAA","MTA15-00006430","MTG15-00037094","3","20150130114342","","","2015年4月14日（火）","神奈川県","厚木市","レンブラントホテル厚木","19:30","21:00","1","true","false","0.0","true","","3.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場等の予約はレンブラントホテル厚木の営業担当 野々山さんと確認済です。実施精算のみご対応宜しくお願い申し上げます。"
"a0G1000000ggdl2EAA","MTA15-00006429","MTG15-00035854","3","20150213112701","","","","神奈川県","横浜市","メロンディアあざみ野","19:30","21:00","1","true","false","0.0","true","","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場は事前に予約済みです。
精算代行をお願いします。"
"a0G1000000ggeoCEAQ","MTA15-00006438","MTG15-00036369","","","","","","","","共催費","12:10","13:10","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要"
"a0G1000000ggfY5EAI","MTA15-00006441","MTG15-00036962","","","","","医師会館を予約済み。手配不要。","","","東京都江戸川区","19:45","21:00","1","false","false","5.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000ggfgiEAA","MTA15-00006442","MTG15-00036763","","","","","","東京都","台東区","浅草薬剤師会事務所","19:30","21:00","1","false","false","1.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","薬剤師会事務所使用のため会場手配は不要です。"
"a0G1000000gghBEEAY","MTA15-00006446","MTG15-00036763","1","20150126194658","","","","","","浅草薬剤師会事務室","19:30","21:00","1","false","false","1.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","共催薬剤師会のため会場手配は不要です。"
"a0G1000000ggggFEAQ","MTA15-00006443","MTG15-00036980","3","20150205094241","","","4月4日（土）希望","宮城県","仙台市","TKPガーデンシティ　２１FホールA1、A2を仮押さえしております。","15:00","17:30","1","true","false","0.0","true","14:00","6.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場担当者　株式会社ティーケーピー　　営業　大本様"
"a0G1000000ggglFEAQ","MTA15-00006444","MTG15-00036266","3","20150128204544","","","","長崎県","長崎市","ホテルニュータンダ　1階　
アンシャンテ","19:00","21:00","1","true","false","0.0","true","2:00","6.0","false","0.0","false","","0.0","0.0","","0.0","0.0","予約済です。
精算代行をお願いします。"
"a0G1000000jZVaqEAG","MTA15-00007970","MTG15-00038308","2","20150309113307","","","5月13日","岐阜県","","岐阜都ホテル","19:30","21:00","1","true","false","0.0","true","6:30","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZWTREA4","MTA15-00007976","MTG15-00041782","3","20150320180215","","","","静岡県","掛川市","掛川グランドほてり~","19:00","20:30","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","予約済みです。
精算代行をお願いします。"
"a0G1000000jZValEAG","MTA15-00007969","MTG15-00038317","3","20150309110847","","","5月21日","岐阜県","大垣市","大垣フォーラムホテル","19:30","21:00","1","true","false","0.0","true","","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場手配済み"
"a0G1000000jZWRpEAO","MTA15-00007974","MTG15-00041694","2","20150317085350","","","","長崎県","","長崎インターナショナルホテル（大村市）","00:00","00:00","1","true","false","0.0","true","","3.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場のみ予約済です。よろしくお願いいたします。"
"a0G1000000jZWsbEAG","MTA15-00007981","MTG15-00040490","2","20150303094745","","","3月16日19：00～","鳥取県","米子市","米子ワシントンホテル　３Ｆコスモス","19:00","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場は事前に予約済みです。
精算代行のみお願いします。"
"a0G1000000jZW6rEAG","MTA15-00007973","MTG15-00037526","1","20150227095734","","","","大阪府","","千里ライフサイエンスセンター","16:00","17:30","1","true","false","0.0","true","","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZWmxEAG","MTA15-00007980","MTG15-00038600","2","20150309140745","","","2015年3月11日(水)
19時から20時","石川県","金沢市","ＡＮＡクラウンプラザホテル金沢","19:00","20:00","1","false","true","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZXv7EAG","MTA15-00007990","MTG15-00038713","3","20150310084952","","","","福岡県","久留米市","久留米翠香園ホテル  （手配済みです）","19:00","20:45","1","true","false","0.0","true","","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZWXTEA4","MTA15-00007979","MTG15-00037688","3","20150302091713","","","医局で行うため会場手配は必要ありません","","","院内","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZWtUEAW","MTA15-00007982","MTG15-00041602","1","20150227114325","","","","神奈川県","横浜市中区","横浜人形の家　あかいくつ劇場","18:30","20:40","3","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場が横浜市営の施設で旅行代理店からの支払いが難しい為、こちらで手配済です。支払は当日現金精算ですので、建て替え支払を実施してPESS精算致します。"
"a0G1000000jZWSJEA4","MTA15-00007975","MTG15-00041788","2","20150304061406","","","","静岡県","浜松市","クラウンパレス","19:30","21:00","1","false","false","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZY5REAW","MTA15-00007991","MTG15-00036056","","","","","","","","奈良市","14:00","21:00","1","true","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZWyKEAW","MTA15-00007985","MTG15-00037300","3","20150227121608","","","","岐阜県","岐阜市","岐阜県総合医療センター","19:00","20:00","9","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内で実施のため、会場手配は必要ありません。"
"a0G1000000jZXQTEA4","MTA15-00007987","MTG15-00040182","2","20150303120849","","","トップツアー様依頼済み","兵庫県","神戸市","神戸ポートピアホテル","19:00","21:00","1","true","false","0.0","true","18:00","5.0","false","0.0","false","","0.0","2.0","20150605","0.0","0.0","総合司会、座長、講師、合同の控室（5名１室）"
"a0G1000000ggjipEAA","MTA15-00006461","MTG15-00036971","3","20150203175712","","","別府市内の会議室 
・医師2名、社員5名にて、コの字型での開催が可能な施設","大分県","別府市","野口病院（〒874-0902 大分県別府市青山町７−５２）の近隣施設が望ましい","18:30","20:30","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","B-CON PLAZA　別府国際コンベンションセンター 
（〒874-0828　大分県別府市山の手町12番1号　ＴＥＬ ：0977-26-7111 ＦＡＸ：0977-26-7100）は、当日全館閉鎖のため使用できないとのことでした
代替施設をご提案ください"
"a0G1000000ggjOTEAY","MTA15-00006460","MTG15-00037110","1","20150127105431","","","2015年7月11日（土）16時～21時","東京都","","東京駅丸ビルホール＆コンファレンススクエア","17:00","21:00","2","true","false","0.0","true","16:00","2.0","false","0.0","true","16:00","0.0","1.0","20150711","0.0","0.0","海外演者のDr.Kohの宿泊先として、丸の内ホテルを希望致します。
宿泊は11-12の連泊です。12日の請求は、別の講演の為アスカ製薬請求となる予定です。"
"a0G1000000jZXggEAG","MTA15-00007988","MTG15-00035440","2","20150227174009","","","2015年2月23日","愛媛県","松山市","えひめ共済会館　4階　末広","19:00","20:30","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","旅行代理店へ連絡済。事後精算代行依頼。"
"a0G1000000ggiNmEAI","MTA15-00006457","MTG15-00036125","2","20150202092444","","","","","","ホテルサンルート長野東口　2階サロンドコート","19:00","20:00","1","false","false","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配済みですので、精算代行をお願いいたします。
会場手配担当：西原　勝章　080－8334－9957"
"a0G1000000gglThEAI","MTA15-00006467","MTG15-00037523","2","20150202083256","","","2015年3月18日(水)　20:00-21:00
ホテルプラザ勝川にて会場手配済
支払いをトップツアｰ経由でお願します。
講演会（弁当手配）　意見交換会無し　です。","愛知県","春日井市","ホテルプラザ勝川","20:00","21:00","1","false","false","0.0","true","19:00","3.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jZYZqEAO","MTA15-00007998","MTG15-00037688","3","20150302095821","","","","兵庫県","尼崎市","関西労災病院","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会議室で行う為、会場手配必要なし"
"a0G1000000jZYNfEAO","MTA15-00007997","MTG15-00039562","","","","","","香川県","高松市寿町","日本生命高松駅前ビル10F高松FS","19:00","20:30","1","false","true","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","慰労会会場 
ラ・プロバンス 

高松市多賀町3丁目16-14 
087-862-0288"
"a0G1000000jZYCIEA4","MTA15-00007994","MTG15-00040807","3","20150304200014","","","","山梨県","中巨摩郡昭和町","APIO甲府　本館２F　扇の間","19:00","20:20","1","true","false","0.0","true","","1.0","false","0.0","false","","0.0","1.0","20150326","0.0","0.0","講演会場、宿泊ホテル共に予約済です。
精算代行をお願いいたします。

宿泊ホテル：古名屋ホテル　山梨県甲府市
055－235－1122"
"a0G1000000jZYBoEAO","MTA15-00007993","MTG15-00036237","","","","","","","","共催費","11:25","12:25","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要"
"a0G1000000gglEwEAI","MTA15-00006466","MTG15-00035820","","","","","","","","共催費","13:00","18:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要"
