口座番号,口座番号枝番,口座名１,口座名２,部課名,チケット番号,使用日付,タクシー会社コード,金額
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545304,2012/7/7,9,8450
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545311,2012/7/7,69,8890
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545312,2012/7/7,69,820
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545315,2012/7/7,9,1610
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545324,2012/7/7,9,7410
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545409,2012/7/7,9,4050
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545414,2012/7/7,9,2240
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545420,2012/7/7,69,5390
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545421,2012/7/7,69,6840
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545504,2012/7/7,69,2900
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545511,2012/7/7,69,5050
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545520,2012/7/7,9,1540
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545601,2012/7/7,9,9960
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545602,2012/7/7,9,9480
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545604,2012/7/7,69,1460
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545615,2012/7/7,9,7830
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545706,2012/7/7,9,4000
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545707,2012/7/7,69,4990
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545708,2012/7/7,69,5940
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545711,2012/7/7,69,7640
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545712,2012/7/7,69,7320
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545719,2012/7/7,69,6910
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545722,2012/7/7,9,1530
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668545821,2012/7/7,9,3950
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546004,2012/7/7,69,8870
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546102,2012/7/7,69,6780
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546103,2012/7/7,9,1540
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546104,2012/7/7,9,2660
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546106,2012/7/7,9,4600
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546117,2012/7/7,69,2680
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546119,2012/7/7,69,9000
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546120,2012/7/7,9,5970
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546202,2012/7/7,69,4580
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546212,2012/7/7,69,7110
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546222,2012/7/7,69,4580
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546307,2012/7/7,69,5520
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546312,2012/7/7,69,7050
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546323,2012/7/7,9,7180
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546605,2012/7/7,9,8540
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546613,2012/7/7,69,8170
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546618,2012/7/7,69,12450
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546619,2012/7/7,9,7320
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546801,2012/7/7,69,5230
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546804,2012/7/7,69,4800
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546811,2012/7/7,9,10000
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546813,2012/7/7,69,9950
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546814,2012/7/7,69,9500
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668546816,2012/7/7,9,1540
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668547005,2012/7/7,9,7360
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668547009,2012/7/7,9,4460
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668547012,2012/7/7,9,9640
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668547106,2012/7/7,9,2020
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631301,2012/9/1,153,1210
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631302,2012/8/31,322,6620
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631308,2012/8/31,322,1730
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631310,2012/8/31,322,2570
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631312,2012/8/31,322,8640
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631320,2012/8/31,322,1450
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631321,2012/8/31,324,820
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631322,2012/8/31,322,5810
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631403,2012/8/31,64,7700
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631414,2012/8/31,165,1800
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631420,2012/8/31,322,6870
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631422,2012/8/31,322,610
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668631423,2012/9/1,322,610
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668670924,2012/7/14,6,2230
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668671203,2012/7/14,32,1200
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668704201,2012/6/28,9,600
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668704202,2012/6/28,9,9620
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668704206,2012/6/28,9,2580
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668704210,2012/6/28,69,5000
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668704212,2012/6/28,9,1860
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668704224,2012/6/28,9,1690
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742001,2012/7/7,69,3790
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742003,2012/7/7,69,8040
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742016,2012/7/7,9,5480
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742019,2012/7/7,9,6430
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742108,2012/7/7,9,6650
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742109,2012/7/7,9,6250
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742212,2012/7/7,9,3690
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742301,2012/7/7,69,4100
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742306,2012/7/7,69,4100
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742412,2012/7/7,9,2000
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742417,2012/7/7,69,4570
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742506,2012/7/7,69,6190
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742604,2012/7/7,9,7190
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742607,2012/7/7,69,1460
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742608,2012/7/7,69,1620
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742612,2012/7/7,69,660
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742615,2012/7/7,9,7450
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742715,2012/7/7,69,7170
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742716,2012/7/7,69,9130
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668742720,2012/7/7,9,9140
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668803016,2012/7/14,69,1380
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668803020,2012/7/14,9,4300
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668803023,2012/7/14,69,740
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668803102,2012/7/14,69,2980
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668803103,2012/7/14,69,2180
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668803104,2012/7/15,9,8560
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668803106,2012/7/14,69,1620
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668803112,2012/7/14,69,3780
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668803113,2012/7/14,69,3700
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668803118,2012/7/14,9,1780
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668803203,2012/7/14,69,9990
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668828905,2012/7/28,9,9000
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668828906,2012/7/28,9,2670
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668828909,2012/7/28,69,4420
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668828910,2012/7/28,69,1700
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668828911,2012/7/28,69,3780
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668828912,2012/7/28,318,9420
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668828913,2012/7/28,318,7860
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668829008,2012/7/28,9,3860
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668829101,2012/7/28,318,8980
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668829102,2012/7/28,318,8980
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668829103,2012/7/28,318,9050
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668829104,2012/7/28,318,9050
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668829107,2012/7/28,69,4310
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668829109,2012/7/28,318,3060
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668829110,2012/7/28,69,5140
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853109,2012/7/7,69,9970
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853111,2012/7/7,9,9200
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853112,2012/7/7,9,9920
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853117,2012/7/7,69,2010
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853206,2012/7/7,69,5710
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853207,2012/7/7,69,6170
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853210,2012/7/7,9,7270
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853217,2012/7/7,69,6120
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853218,2012/7/7,69,6170
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853302,2012/7/7,9,8100
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853316,2012/7/7,9,7470
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853317,2012/7/7,69,4180
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853517,2012/7/7,69,820
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853522,2012/7/7,69,9600
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853523,2012/7/7,69,9310
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853605,2012/7/7,69,9000
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853606,2012/7/7,69,8110
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853607,2012/7/7,9,9730
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853608,2012/7/7,9,9500
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853609,2012/7/7,9,8600
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853610,2012/7/7,9,8570
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853702,2012/7/7,9,9990
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853711,2012/7/7,69,9000
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853712,2012/7/7,69,5350
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853714,2012/7/7,69,7050
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853807,2012/7/7,69,5640
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853808,2012/7/7,9,9240
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853809,2012/7/7,9,9900
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668853811,2012/7/7,69,930
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912101,2012/7/7,69,7310
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912103,2012/7/7,69,5840
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912104,2012/7/7,9,4260
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912109,2012/7/7,69,1300
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912111,2012/7/7,69,5350
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912210,2012/7/7,9,1300
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912414,2012/7/7,69,2900
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912419,2012/7/7,69,9000
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912503,2012/7/7,9,9720
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912504,2012/7/7,9,9200
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912516,2012/7/7,9,2180
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668912517,2012/7/7,69,8490
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668913103,2012/7/7,69,340
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668913104,2012/7/7,69,9990
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928403,2012/7/26,9,8240
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928404,2012/7/26,9,5070
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928405,2012/7/26,69,1980
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928406,2012/7/26,9,1540
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928407,2012/7/26,9,5750
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928410,2012/7/26,9,1700
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928417,2012/7/26,9,1860
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928418,2012/7/26,9,2180
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928422,2012/7/26,9,6190
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928501,2012/7/26,9,2100
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928502,2012/7/26,9,7650
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928505,2012/7/26,69,2240
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928506,2012/7/26,9,1620
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928510,2012/7/26,9,6220
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928513,2012/7/26,9,8270
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928517,2012/7/26,69,6900
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928518,2012/7/26,69,880
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,668928519,2012/7/26,9,980
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114705,2012/8/4,9,1460
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114710,2012/8/4,324,3700
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114712,2012/8/4,324,3300
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114716,2012/8/4,9,1380
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114718,2012/8/4,144,9000
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114803,2012/8/4,312,6270
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114804,2012/8/4,227,4500
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114809,2012/8/4,9,5580
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114816,2012/8/4,69,6350
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114818,2012/8/4,9,6110
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114819,2012/8/4,9,1140
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669114824,2012/8/4,80,3140
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669131505,2012/8/9,318,9550
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669131506,2012/8/9,318,9550
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669131507,2012/8/9,318,9910
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669131508,2012/8/9,318,9910
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669131606,2012/8/9,310,9840
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669131607,2012/8/9,9,9850
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669188705,2012/7/28,9,5630
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669188707,2012/7/28,9,4900
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669188711,2012/7/28,9,5890
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669188714,2012/7/28,9,5230
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669188715,2012/7/28,69,5020
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669188716,2012/7/28,9,5770
154058,21,バイエル薬品（株）　トップツア,ー株式会社ＭＣＣ大阪支店,高リン血症治療研究会,669188717,2012/7/28,69,2890
