"ID","NAME","MEETINGNAME__C","MEETINGNO__C","TT_ARRANGESTATUSREQUEST__C","TT_ARRANGESTATUSRESPONSE__C","TT_TIMESTAMPBYL__C","TT_TIMESTAMPTOP__C","TT_LASTAPPROVALUSERNAME__C","TT_LASTAPPROVALDATE__C","TT_STARTDATEREMARKS__C","TT_PLACEPREFECTURE__C","TT_PLACECITY__C","TT_PLACEFREE__C","TT_STARTTIME__C","TT_ENDTIME__C","TT_HALLLAYOUT__C","TT_NEEDDISCUSSION__C","TT_NEEDPARTY__C","TT_NUMBEROFPARTICIPANTSPARTY__C","TT_NEEDANTEROOMLECTURE__C","TT_NEEDANTEROOMLECTURETIMEFROM__C","TT_NEEDANTEROOMLECTURENUMBER__C","TT_NEEDANTEROOMEMPLOYEE__C","TT_NEEDANTEROOMEMPLOYEENUMBER__C","TT_NEEDSPONSOR__C","TT_NEEDSPONSORTIMEFROM__C","TT_NEEDSPONSORNUMBER__C","TT_WISHINGSTAYNUMBER__C","TT_WISHINGSTAYDATE__C","TT_ARRANGEPLANNUMBERTRAFFIC__C","TT_ARRANGEPLANNUMBERTAXI__C","TT_REMARKSOTHER__C","TT_STATUSREQUEST__C","TT_LASTMODIFIEDDATE__C","MEETINGDIVISION__C","DELETEFLG__C","INVALID__C","CREATEDDATE","LASTMODIFIEDDATE"
"a0GN0000001wI48MAE","MTA14-00001836","ACTIS-CCB1IT-C主催講演会-1-2-21","MTG14-00004337","1","","20140716112521","","","","","東京都","千代田区","CCB1対応　主催講演会-1-2-21","10:00","15:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2014-07-16T02:25:21.000Z","1","false","false","2014-07-16T02:15:59.000Z","2014-07-16T02:31:45.000Z"
"a0GN0000001wI4DMAU","MTA14-00001837","ACTIS-CCB1IT-C主催講演会-1-2-21","MTG14-00004337","1","1","20140716112537","","","","","東京都","千代田区","CCB1対応　主催講演会-1-2-22","10:00","15:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2014-07-16T02:25:37.000Z","1","false","false","2014-07-16T02:16:27.000Z","2014-07-16T02:31:45.000Z"
"a0GN0000001wI4IMAU","MTA14-00001838","ACTIS-CCB1IT-C主催講演会-1-2-21","MTG14-00004337","1","2","20140716112550","","","","","東京都","千代田区","CCB1対応　主催講演会-1-2-23","10:00","15:00","3","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2014-07-16T02:25:50.000Z","1","false","false","2014-07-16T02:16:45.000Z","2014-07-16T02:32:31.000Z"
"a0GN0000001wI4NMAU","MTA14-00001839","ACTIS-CCB1IT-C主催講演会-1-2-21","MTG14-00004337","1","3","20140716112600","","","","","東京都","千代田区","CCB1対応　主催講演会-1-2-24","10:00","15:00","4","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2014-07-16T02:26:00.000Z","1","false","false","2014-07-16T02:17:04.000Z","2014-07-16T02:32:57.000Z"
"a0GN0000001wI5pMAE","MTA14-00001840","ACTIS-CCB1IT-C主催講演会-1-2-27","MTG14-00004338","1","","20140716114709","","","","","東京都","","CCB1対応　主催講演会-1-2-27","10:00","15:00","4","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2014-07-16T02:47:09.000Z","1","false","false","2014-07-16T02:44:47.000Z","2014-07-16T02:50:36.000Z"
"a0GN0000001wI5uMAE","MTA14-00001841","ACTIS-CCB1IT-C主催講演会-1-2-27","MTG14-00004338","1","2","20140716114739","","","","","東京都","","CCB1対応　主催講演会-1-2-28","10:00","15:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2014-07-16T02:47:39.000Z","1","false","false","2014-07-16T02:45:12.000Z","2014-07-16T02:50:50.000Z"
"a0GN0000001wI5zMAE","MTA14-00001842","ACTIS-CCB1IT-C主催講演会-1-2-27","MTG14-00004338","1","1","20140716114936","","","","","東京都","","CCB1対応　主催講演会-1-2-31","10:00","15:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","ああああ","0.0","2014-07-16T02:49:36.000Z","1","false","false","2014-07-16T02:45:55.000Z","2014-07-16T02:51:03.000Z"
"a0GN0000001wI64MAE","MTA14-00001843","ACTIS-CCB1IT-C主催講演会-1-2-27","MTG14-00004338","1","3","20140716114813","","","","","東京都","","CCB1対応　主催講演会-1-2-32","10:00","15:00","3","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","ああああ","0.0","2014-07-16T02:48:13.000Z","1","false","false","2014-07-16T02:46:09.000Z","2014-07-16T02:51:27.000Z"
"a0GN0000001wIVNMA2","MTA14-00001844","ACTIS-CCB1IT-C主催講演会-1-3-4","MTG14-00004340","1","","20140716140711","","","","","東京都","千代田区","CCB1対応　主催講演会-1-3-28","10:00","15:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2014-07-16T05:07:11.000Z","1","false","false","2014-07-16T05:06:56.000Z","2014-07-16T05:44:03.000Z"
"a0GN0000001wIWVMA2","MTA14-00001845","ACTIS-CCB1IT-C主催講演会-1-3-4","MTG14-00004340","1","1","","","","","","東京都","千代田区","CCB1対応　主催講演会-1-3-29","10:00","15:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-07-16T05:34:16.000Z","2014-07-16T05:44:03.000Z"
"a0GN0000001wIWaMAM","MTA14-00001846","ACTIS-CCB1IT-C主催講演会-1-3-4","MTG14-00004340","1","2","","","","","","東京都","千代田区","CCB1対応　主催講演会-1-3-30","10:00","15:00","3","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-07-16T05:34:34.000Z","2014-07-16T05:45:22.000Z"
"a0GN0000001wIWkMAM","MTA14-00001847","ACTIS-CCB1IT-C主催講演会-1-3-4","MTG14-00004340","1","3","","","","","","東京都","千代田区","CCB1対応　主催講演会-1-3-31","10:00","15:00","4","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-07-16T05:38:01.000Z","2014-07-16T05:45:40.000Z"
"a0GN0000001wIgzMAE","MTA14-00001848","ACTIS-CCB1IT-C主催講演会-1-3-34","MTG14-00004341","1","","","","","","","東京都","千代田区","CCB1対応　主催講演会-1-3-34","10:00","15:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-07-16T06:03:44.000Z","2014-07-16T06:08:42.000Z"
"a0GN0000001wIh4MAE","MTA14-00001849","ACTIS-CCB1IT-C主催講演会-1-3-34","MTG14-00004341","1","2","","","","","","東京都","千代田区","CCB1対応　主催講演会-1-3-35","10:00","15:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-07-16T06:04:03.000Z","2014-07-16T06:08:57.000Z"
"a0GN0000001wIhEMAU","MTA14-00001850","ACTIS-CCB1IT-C主催講演会-1-3-34","MTG14-00004341","1","1","","","","","","東京都","千代田区","CCB1対応　主催講演会-1-3-38","10:00","15:00","3","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-07-16T06:04:16.000Z","2014-07-16T06:09:09.000Z"
"a0GN0000001wIhJMAU","MTA14-00001851","ACTIS-CCB1IT-C主催講演会-1-3-34","MTG14-00004341","1","3","20140716150524","","","","","東京都","千代田区","CCB1対応　主催講演会-1-3-39","10:00","15:00","3","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2014-07-16T06:05:24.000Z","1","false","false","2014-07-16T06:05:16.000Z","2014-07-16T06:09:20.000Z"
"a0GN0000001wIssMAE","MTA14-00001852","ACTIS-CCB1IT-B外来講師-1-1-4","MTG14-00004351","1","","","","","","","北海道","旭川市","B-1-2-21","10:00","15:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","3","false","false","2014-07-16T11:18:04.000Z","2014-07-16T11:20:54.000Z"
"a0GN0000001wIsxMAE","MTA14-00001853","ACTIS-CCB1IT-B外来講師-1-1-4","MTG14-00004351","1","1","","","","","","北海道","旭川市","B-1-2-22","10:00","15:00","2","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","3","false","false","2014-07-16T11:18:20.000Z","2014-07-16T11:20:54.000Z"
"a0GN0000001wIt2MAE","MTA14-00001854","ACTIS-CCB1IT-B外来講師-1-1-4","MTG14-00004351","1","2","","","","","","北海道","旭川市","B-1-2-23","10:00","15:00","3","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","3","false","false","2014-07-16T11:18:34.000Z","2014-07-16T11:25:03.000Z"
"a0GN0000001wIt7MAE","MTA14-00001855","ACTIS-CCB1IT-B外来講師-1-1-4","MTG14-00004351","1","3","","","","","","北海道","旭川市","B-1-2-24","10:00","15:00","4","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","3","false","false","2014-07-16T11:18:46.000Z","2014-07-16T11:25:16.000Z"
"a0GN0000001wIyMMAU","MTA14-00001856","ACTIS-CCB1IT-D共済講演会-1-3-1","MTG14-00004356","","","","","","","","千葉県","幕張市","D-1-3-1","10:00","12:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-07-16T16:24:20.000Z","2014-07-16T16:36:50.000Z"
"a0GN0000001wJ55MAE","MTA14-00001857","コンサルティング契約（末延さん）","MTG14-00004359","","","","","","","TEST","","","１２４３","16:00","18:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","4","false","false","2014-07-17T01:27:28.000Z","2015-01-07T02:25:19.000Z"
"a0GN0000001wKZhMAM","MTA14-00001858","ACTIS-CCB1IT-Eその他会合-1-2-2","MTG14-00004364","1","","","","","","","千葉県","市川市","E-1-2-27","10:00","14:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","4","false","false","2014-07-17T06:23:20.000Z","2014-07-17T06:26:27.000Z"
"a0GN0000001wKZmMAM","MTA14-00001859","ACTIS-CCB1IT-Eその他会合-1-2-2","MTG14-00004364","1","1","","","","","","千葉県","市川市","E-1-2-28","10:00","14:00","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","4","false","false","2014-07-17T06:23:31.000Z","2014-07-17T06:26:27.000Z"
"a0GN0000001wKZrMAM","MTA14-00001860","ACTIS-CCB1IT-Eその他会合-1-2-2","MTG14-00004364","1","2","","","","","","千葉県","市川市","E-1-2-29","10:00","14:00","3","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","4","false","false","2014-07-17T06:23:40.000Z","2014-07-17T06:27:44.000Z"
"a0GN0000001wKZwMAM","MTA14-00001861","ACTIS-CCB1IT-Eその他会合-1-2-2","MTG14-00004364","2","3","20141126170505","","加藤 浩","20141126","","千葉県","市川市","E-1-2-30","10:00","14:00","4","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","1.0","2014-11-26T08:05:05.000Z","4","false","false","2014-07-17T06:23:50.000Z","2014-11-26T08:05:05.000Z"
"a0GN0000001wPAkMAM","MTA14-00001862","ACTIS-CCB1IT-Fその他PDMAF-1-2-2","MTG14-00004373","1","","","","","","","群馬県","高崎市","F-1-2-27","10:00","15:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","4","false","false","2014-07-17T09:39:51.000Z","2014-07-17T09:42:49.000Z"
"a0GN0000001wPApMAM","MTA14-00001863","ACTIS-CCB1IT-Fその他PDMAF-1-2-2","MTG14-00004373","1","1","","","","","","群馬県","高崎市","F-1-2-28","10:00","15:00","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","4","false","false","2014-07-17T09:40:03.000Z","2014-07-17T09:42:49.000Z"
"a0GN0000001wPAuMAM","MTA14-00001864","ACTIS-CCB1IT-Fその他PDMAF-1-2-2","MTG14-00004373","2","2","20141126170456","","加藤 浩","20141126","","群馬県","高崎市","F-1-2-29","10:00","15:00","3","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","1.0","2014-11-26T08:04:56.000Z","4","false","false","2014-07-17T09:40:15.000Z","2014-11-26T08:04:56.000Z"
"a0GN0000001wPAzMAM","MTA14-00001865","ACTIS-CCB1IT-Fその他PDMAF-1-2-2","MTG14-00004373","2","3","20141126170446","","加藤 浩","20141126","","群馬県","高崎市","F-1-2-30","10:00","15:00","4","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","1.0","2014-11-26T08:04:46.000Z","4","false","false","2014-07-17T09:40:29.000Z","2014-11-26T08:04:46.000Z"
"a0GN0000001wPF1MAM","MTA14-00001866","ACTIS-CCB1IT-Gプロマテ-1-2-1","MTG14-00004380","1","","","","","","","埼玉県","さいたま市","G-1-2-21","10:00","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","4","false","false","2014-07-17T12:13:55.000Z","2014-07-17T12:16:02.000Z"
"a0GN0000001wPF6MAM","MTA14-00001867","ACTIS-CCB1IT-Gプロマテ-1-2-1","MTG14-00004380","1","1","","","","","","埼玉県","さいたま市","G-1-2-22","10:00","20:00","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","4","false","false","2014-07-17T12:14:34.000Z","2014-07-17T12:16:02.000Z"
"a0GN0000001wPFBMA2","MTA14-00001868","ACTIS-CCB1IT-Gプロマテ-1-2-1","MTG14-00004380","2","2","20141126170436","","加藤 浩","20141126","","埼玉県","さいたま市","G-1-2-23","10:00","20:00","3","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","1.0","2014-11-26T08:04:36.000Z","4","false","false","2014-07-17T12:14:56.000Z","2014-11-26T08:04:36.000Z"
"a0GN0000001wPFGMA2","MTA14-00001869","ACTIS-CCB1IT-Gプロマテ-1-2-1","MTG14-00004380","2","3","20141126170425","","加藤 浩","20141126","","埼玉県","さいたま市","G-1-2-24","10:00","20:00","4","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","1.0","2014-11-26T08:04:25.000Z","4","false","false","2014-07-17T12:15:18.000Z","2014-11-26T08:04:25.000Z"
"a0GN0000001wggYMAQ","MTA14-00001870","ACTIS-主催講演会-KAN01","MTG14-00001557","","","","","","","","","","123","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-07-18T07:28:53.000Z","2014-07-18T07:29:06.000Z"
"a0GN0000001wsD0MAI","MTA14-00001871","aaaaaaaaaaaaaaaa","MTG14-00004386","1","","20140722151313","","","","","北海道","aa","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2014-07-22T06:13:13.000Z","1","false","false","2014-07-22T06:12:57.000Z","2014-07-22T06:27:41.000Z"
"a0GN00000028NmVMAU","MTA14-00001896","主催講演会テストデータ","MTG14-00004177","1","","20140806165047","","","","","","","a","12:00","14:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2014-08-06T07:50:47.000Z","1","false","false","2014-08-06T07:50:30.000Z","2015-03-16T01:00:45.000Z"
"a0GN0000002D8M2MAK","MTA14-00001897","ACTIS-CCB1IT-C主催講演会-1-3-2","MTG14-00004339","1","","20140820101924","","","","","東京都","千代田区","ホテルニューオータニ","10:00","15:00","3","false","true","7.0","true","20:00","2.0","false","0.0","false","","0.0","0.0","","0.0","0.0","予約済です。
精算代行をお願いします。","1.0","2014-08-20T01:19:24.000Z","1","false","false","2014-08-20T01:18:02.000Z","2014-08-20T01:19:24.000Z"
"a0GN0000002DATIMA4","MTA14-00001898","I/Fテスト","MTG14-00004504","1","","20150105142541","","","","","","","あ","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2015-01-05T05:25:41.000Z","1","false","false","2014-08-21T09:27:00.000Z","2015-03-05T05:07:54.000Z"
"a0GN0000002DATSMA4","MTA14-00001899","I/Fテスト","MTG14-00004504","1","","20140821185640","","","","","北海道","","a","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","1.0","2014-08-21T09:56:40.000Z","1","false","false","2014-08-21T09:52:01.000Z","2014-08-21T09:56:40.000Z"
"a0GN0000002DAUsMAO","MTA14-00001900","てすとてすと","MTG14-00004401","","","","","","","","","","a","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-08-22T00:30:22.000Z","2014-08-22T00:30:35.000Z"
"a0GN0000002DAqOMAW","MTA14-00001901","ACTIS-CCBUT-B外来講師-003","MTG14-00004292","1","","20140822164742","","","","","","","123","10:00","15:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","1.0","2014-08-22T07:47:42.000Z","3","false","false","2014-08-22T07:47:38.000Z","2014-08-22T07:47:42.000Z"
"a0GN0000002DBI7MAO","MTA14-00001902","その他会合test","MTG14-00004324","1","","20140825191835","","","","","","","a","00:00","12:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","2014-08-25T10:18:35.000Z","4","false","false","2014-08-25T10:17:36.000Z","2014-09-03T05:03:39.000Z"
"a0GN0000002DZQOMA4","MTA14-00001903","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:22:11.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZQTMA4","MTA14-00001904","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","bbb","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:22:27.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZQYMA4","MTA14-00001905","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","ccc","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:22:33.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZQnMAO","MTA14-00001906","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:44:40.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZQsMAO","MTA14-00001907","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:44:43.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZQtMAO","MTA14-00001912","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:44:57.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZQxMAO","MTA14-00001908","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:44:46.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZR2MAO","MTA14-00001909","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:44:49.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZR7MAO","MTA14-00001910","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:44:51.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRCMA4","MTA14-00001911","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:44:54.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRHMA4","MTA14-00001913","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:44:59.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRMMA4","MTA14-00001914","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:45:02.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRRMA4","MTA14-00001915","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:45:06.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRSMA4","MTA14-00001916","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:45:09.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRWMA4","MTA14-00001917","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:45:12.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRbMAO","MTA14-00001918","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:45:14.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRgMAO","MTA14-00001919","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:45:17.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRlMAO","MTA14-00001920","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:45:20.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRqMAO","MTA14-00001921","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:45:22.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRvMAO","MTA14-00001922","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:46:56.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZRwMAO","MTA14-00001936","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:47:32.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZS0MAO","MTA14-00001923","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:46:59.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZS5MAO","MTA14-00001924","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:47:02.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZSAMA4","MTA14-00001925","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:47:04.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZSBMA4","MTA14-00001950","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:48:38.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZSFMA4","MTA14-00001926","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:47:07.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZSKMA4","MTA14-00001927","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:47:09.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZSPMA4","MTA14-00001928","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:47:12.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZSUMA4","MTA14-00001929","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:47:14.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZSZMA4","MTA14-00001930","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:47:17.000Z","2015-01-13T06:07:07.000Z"
"a0GN0000002DZSeMAO","MTA14-00001931","ACTIS-TimeOver-test","MTG14-00004512","","","","","","","","","","aaa","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2014-09-04T00:47:19.000Z","2015-01-13T06:07:07.000Z"
